gesture,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
help,0.435420454,0.356078595,0.286258399,0.218809128,0.153018191,0.304390699,0.265646517,0.243000224,0.213809535,0.347775191,0.294948965,0.247239083,0.20021829,0.404796183,0.386355639,0.365714222,0.344783753,0.466968894,0.511104941,0.531541824,0.543140531,0.586670101,0.568524778,0.587141633,0.590431333,0.603350222,0.65646857,0.728135884,0.780256212,0.82392472,0.676428378,0.757118344,0.811168551,0.858585298,0.672362924,0.760696709,0.808552146,0.843861997,0.649820209,0.703104377,0.734455109,0.765425146
help,0.584547877,0.543717504,0.492804825,0.469672859,0.473050743,0.387237579,0.349185377,0.378825963,0.40946883,0.373540908,0.349998355,0.377185643,0.409905434,0.377644449,0.36052683,0.385158062,0.416578323,0.389920622,0.375058949,0.401547015,0.42778939,0.40196234,0.274629653,0.173268124,0.077489182,-0.0026384,0.207619116,0.247953773,0.266429514,0.264111906,0.285607517,0.303796023,0.316556662,0.317680985,0.363207936,0.364243448,0.374898851,0.377496779,0.432481825,0.424506783,0.430094421,0.43070519
help,0.611043453,0.545323431,0.473389179,0.41266942,0.363939583,0.502243161,0.435965002,0.393977612,0.356655151,0.53703177,0.481570661,0.442756802,0.409058511,0.578715742,0.559425652,0.544425368,0.529711127,0.620427132,0.635156333,0.647001624,0.653206587,0.518188298,0.497047871,0.494831592,0.491674811,0.477013171,0.491154224,0.490730643,0.491244316,0.491214454,0.523482561,0.568341136,0.614230812,0.656541765,0.550437748,0.595381498,0.640867889,0.684649587,0.57575959,0.616363049,0.649108171,0.680798233
help,0.688576102,0.626312673,0.557313025,0.499296725,0.442344546,0.607271552,0.57798183,0.559403777,0.54391396,0.658824921,0.668844521,0.67891866,0.686188519,0.709193766,0.728060186,0.740877271,0.748616815,0.750571728,0.775428891,0.79349333,0.807593465,0.611839771,0.583882451,0.600752354,0.604631901,0.597845793,0.674426794,0.743415117,0.794453144,0.842253327,0.688209295,0.765326381,0.826263309,0.883138418,0.684381068,0.742882073,0.788771808,0.827717483,0.662812293,0.694781065,0.717217565,0.738274693
help,0.6564188,0.592857838,0.531714261,0.477947176,0.429411888,0.576929092,0.537957847,0.512754321,0.491647542,0.631462038,0.619115174,0.608402848,0.602778852,0.683790147,0.702128291,0.72196126,0.742734134,0.729956806,0.786298037,0.83046484,0.869648695,0.685012281,0.66964215,0.68222934,0.686617911,0.695374668,0.773049176,0.857119143,0.919773042,0.982901454,0.81371212,0.917127967,0.983992696,1.049998999,0.81974858,0.918317854,0.98232758,1.036702752,0.797072828,0.849739432,0.879312694,0.906207502
help,0.574146628,0.499263376,0.429931909,0.364820182,0.302899122,0.45996052,0.405626863,0.368396521,0.333313048,0.510714889,0.479113579,0.452653766,0.427569985,0.566319585,0.56407541,0.561901331,0.555497944,0.619097769,0.676277041,0.714574933,0.742690384,0.717632294,0.702739835,0.714680254,0.719561994,0.721258461,0.811842144,0.889924467,0.951904356,1.003912568,0.851111591,0.946655571,1.016140461,1.079375982,0.852569282,0.947700202,1.021757364,1.08376801,0.822659671,0.877186,0.924626946,0.970086575
help,0.578256845,0.540165246,0.500625193,0.481779367,0.481190711,0.387369692,0.326846778,0.358011127,0.391445875,0.376773119,0.331882656,0.362085253,0.394992143,0.383656174,0.358173668,0.382446975,0.412580609,0.396775275,0.380879968,0.406960726,0.432031631,0.581375182,0.459138066,0.370103866,0.27139014,0.19362396,0.410307527,0.432975024,0.444047093,0.442694396,0.492248207,0.495710015,0.498702615,0.498389482,0.570576906,0.556015134,0.557862699,0.560976505,0.635055482,0.615572929,0.617521524,0.618434489
help,0.406024665,0.32568574,0.239432245,0.165602535,0.098528489,0.23058866,0.144313291,0.091170624,0.047278956,0.268546611,0.205619812,0.164430678,0.130826429,0.320921332,0.294224322,0.275704771,0.254825413,0.378019869,0.406293094,0.416124672,0.41702491,0.747085214,0.72148335,0.737947106,0.748778939,0.755285263,0.845179856,0.918612123,0.970985293,1.008785009,0.884185016,0.975330591,1.031757832,1.073238134,0.892448306,0.997366488,1.064929724,1.116112113,0.874386191,0.957725823,1.021337867,1.077080846
help,0.39537251,0.434771657,0.452183455,0.457895696,0.469997883,0.340371251,0.299928784,0.266091347,0.230053648,0.292660117,0.2174014,0.161947012,0.108077005,0.268400788,0.191138521,0.13169831,0.076807052,0.262367696,0.198543072,0.15145871,0.107100636,0.63296622,0.671684086,0.741029143,0.812216759,0.890686631,0.774376094,0.853210926,0.905343175,0.948975086,0.745679796,0.831534863,0.894389868,0.952125967,0.700308025,0.77576369,0.81944567,0.858094692,0.642116308,0.650561988,0.64953351,0.650984943
help,0.626006186,0.551995397,0.475143462,0.410728037,0.3530159,0.493890435,0.425637305,0.380004078,0.34088552,0.525047958,0.463172793,0.418347478,0.381903291,0.57053417,0.537999749,0.512798727,0.492549032,0.622010052,0.624715209,0.626095235,0.628421187,0.472742498,0.4613868,0.473543853,0.482655704,0.481596887,0.482878119,0.515957177,0.534209728,0.550373197,0.505345047,0.560748577,0.603962362,0.649318159,0.522043109,0.571202815,0.622766972,0.676608264,0.537765384,0.581492662,0.619006097,0.661041379
help,0.625387132,0.662206709,0.698327303,0.736430526,0.772716701,0.627890289,0.609766066,0.595880151,0.578074157,0.582000017,0.535556734,0.502925694,0.468218327,0.553637981,0.503509283,0.46677509,0.436463624,0.541551471,0.508343995,0.487546623,0.467321694,0.686112761,0.713347495,0.765468001,0.8120327,0.86235112,0.80670625,0.881418824,0.938946307,0.989792049,0.782356679,0.862651229,0.923350453,0.98263973,0.747160137,0.794345558,0.842798591,0.882744849,0.71518296,0.741989851,0.766827166,0.791534007
help,0.707777023,0.66121918,0.606505036,0.587410271,0.598236501,0.524809301,0.440023869,0.46946454,0.502948701,0.519356608,0.443185478,0.471449792,0.506615281,0.523396254,0.459155023,0.484684289,0.518432438,0.532778084,0.483314484,0.508941293,0.536751032,0.454008639,0.329007328,0.220631599,0.117764682,0.030943632,0.249935448,0.305573642,0.320110708,0.308255821,0.336434335,0.37248987,0.38274321,0.378011793,0.420840919,0.437973559,0.444380671,0.443149358,0.499129891,0.49929297,0.50026679,0.499650925
help,0.51060909,0.430024475,0.33766225,0.257285237,0.194935977,0.325899541,0.281064689,0.263374388,0.254612088,0.366373569,0.329483688,0.317722738,0.314520895,0.413451076,0.388067901,0.382487208,0.380633771,0.462532461,0.447871178,0.446412653,0.445805132,0.844651759,0.81748265,0.834771752,0.84844476,0.860690475,0.977244973,1.051714301,1.095274329,1.125226736,1.021723509,1.097826481,1.131632328,1.15715909,1.048078299,1.1185987,1.145076632,1.166389585,1.057210684,1.11996305,1.139347672,1.154277563
help,0.471448183,0.393691003,0.304761708,0.229077756,0.157950833,0.298953563,0.204246625,0.142499804,0.090563148,0.334044278,0.271104246,0.225359336,0.186824411,0.379522741,0.339888513,0.310887605,0.285244882,0.42765376,0.408836067,0.391490638,0.374042511,0.777625263,0.739962339,0.745127022,0.75180155,0.749744534,0.837211668,0.899731696,0.944837749,0.979965568,0.880139351,0.961733699,1.014498472,1.057414889,0.900144637,0.987758279,1.045211315,1.091670752,0.899616539,0.977266848,1.032497644,1.08326292
help,0.55359745,0.479301959,0.394365966,0.321790099,0.253735721,0.402216822,0.318978935,0.268151164,0.224852219,0.438876092,0.382694781,0.350181311,0.316062987,0.489927381,0.43704614,0.397012532,0.357194155,0.547538579,0.537923932,0.528025806,0.514677525,0.580967486,0.550990343,0.566119432,0.574530721,0.568608403,0.626839876,0.686497092,0.732928753,0.774695814,0.653446615,0.737980723,0.796017349,0.848698974,0.667896569,0.735796154,0.790459514,0.843418777,0.67114985,0.735552192,0.780354023,0.825378418
help,0.773050368,0.726640999,0.663007081,0.62099123,0.597658992,0.59926188,0.499657959,0.532110274,0.567489982,0.597585797,0.499111593,0.529905796,0.567064106,0.598631501,0.51479739,0.545231521,0.58042562,0.603828371,0.541211367,0.57114017,0.600290656,0.348326832,0.221882418,0.102752447,0.021025166,-0.000894979,0.102053255,0.172749326,0.191331297,0.177331358,0.188310698,0.245962769,0.260958433,0.249360189,0.275341392,0.313400626,0.324482292,0.31407696,0.357393026,0.368551493,0.379195452,0.374680817
help,0.589353204,0.548474193,0.500301898,0.460487932,0.436071396,0.389040083,0.314883709,0.348767281,0.380218089,0.380529106,0.316104889,0.345488757,0.376969814,0.386990964,0.336899996,0.361889362,0.39423725,0.400813222,0.363047838,0.388712376,0.415771425,0.636527956,0.500948966,0.412175804,0.325948536,0.264523059,0.461782604,0.484999955,0.489933729,0.485397458,0.55424881,0.555746257,0.558009207,0.557846487,0.641599536,0.625566065,0.624738812,0.62708807,0.713334143,0.692741573,0.689088702,0.689320028
help,0.466584384,0.386015594,0.290186197,0.212489218,0.144998103,0.2653234,0.177143857,0.123770058,0.07916683,0.304697841,0.23435083,0.190599382,0.154133648,0.35718295,0.313744158,0.2851367,0.259216756,0.418540716,0.400715619,0.383207798,0.363034725,0.822666109,0.787115932,0.795806289,0.79839325,0.796874166,0.916925669,0.967934966,1.001480937,1.027206063,0.968708694,1.043443441,1.087078571,1.122878313,0.996589303,1.079991221,1.126074076,1.162181735,1.003645658,1.078756213,1.12058568,1.157420874
help,0.474705338,0.428127915,0.38016206,0.353759408,0.347635627,0.267122835,0.212894827,0.249335021,0.282923788,0.25930959,0.217050463,0.250358105,0.286078274,0.268591374,0.234749675,0.262607515,0.297300905,0.283918411,0.25978291,0.288234562,0.316122651,0.540893912,0.410298973,0.312128782,0.217036426,0.134355634,0.363411337,0.407045007,0.414252639,0.404603183,0.456705093,0.470111609,0.473280221,0.47121495,0.542956769,0.536746025,0.538378477,0.537481666,0.613921881,0.599556208,0.597401798,0.594361007
help,0.512360215,0.467226505,0.414128244,0.390814722,0.393887788,0.309489697,0.254978478,0.2894032,0.31906715,0.302408397,0.256835043,0.290084094,0.323757529,0.309436649,0.275209963,0.30440861,0.337665439,0.324359864,0.297357023,0.327341646,0.356120616,0.439988077,0.319899768,0.222837761,0.124743924,0.04276967,0.260035247,0.320368111,0.332199574,0.316810936,0.349315941,0.386458784,0.395025939,0.386933535,0.435843438,0.45180732,0.456436515,0.450625628,0.51064676,0.510367632,0.511208355,0.505223691
help,0.600293338,0.554817498,0.501909733,0.486074209,0.489845008,0.410951704,0.332777709,0.360699296,0.394724101,0.40287742,0.331966877,0.36103642,0.399405658,0.405811101,0.34256804,0.369015604,0.403973132,0.415845811,0.361284018,0.3895666,0.422862023,0.404199928,0.284493953,0.18489781,0.086471468,0.004179329,0.197008461,0.251442283,0.269939274,0.255214214,0.276362091,0.317909628,0.333357334,0.32283473,0.357520998,0.381554395,0.393863499,0.385483652,0.432790577,0.434727281,0.444054097,0.439778358
help,0.623560488,0.567753315,0.518845618,0.481305748,0.442339301,0.494191706,0.42601797,0.374471605,0.329204917,0.523960471,0.453394055,0.403734177,0.354389727,0.568876326,0.528743029,0.492642105,0.464439094,0.618676066,0.625729084,0.623848975,0.618475795,0.593159139,0.542885005,0.531392872,0.516041696,0.517101884,0.576234519,0.580953538,0.581661224,0.577321589,0.609426856,0.643381,0.667807817,0.690310955,0.633649826,0.666277051,0.696867704,0.722846031,0.652608931,0.687595129,0.716478705,0.746117055
help,0.729219317,0.658080995,0.572392225,0.500535488,0.438512564,0.59487009,0.534926891,0.493959129,0.459163547,0.62508297,0.569231033,0.5235039,0.484406233,0.661663771,0.61593473,0.583465636,0.553228378,0.698069513,0.681486905,0.66750294,0.650890529,0.679927528,0.65423131,0.660271406,0.665995359,0.662147939,0.709139049,0.78134954,0.830862463,0.871814251,0.735678196,0.800808311,0.84463191,0.883332551,0.752267361,0.802987218,0.831742585,0.854343355,0.760477483,0.79504329,0.807512701,0.818724155
help,0.683065176,0.612778723,0.531697989,0.461639017,0.393172413,0.546211302,0.476217747,0.427789152,0.38531208,0.589221716,0.544932008,0.513433337,0.483136475,0.642568886,0.617949724,0.604537666,0.592606604,0.699982882,0.713257194,0.723786414,0.732355058,0.786471009,0.739364684,0.741679668,0.739341021,0.733478606,0.836581469,0.892788172,0.933365166,0.962976754,0.876318872,0.955264688,1.009810686,1.058046222,0.888405502,0.974957585,1.037143469,1.087321877,0.875611424,0.947380185,1.004596114,1.055526614
help,0.777535677,0.734101415,0.678271711,0.664857447,0.683149517,0.617964029,0.512858987,0.546575725,0.583008707,0.612568557,0.509332955,0.543607891,0.583156466,0.613276541,0.526755929,0.558481514,0.594403625,0.618665338,0.5503968,0.579358816,0.608837187,0.529010773,0.396219939,0.282880604,0.177171975,0.08607471,0.324247271,0.36201942,0.366909564,0.353761435,0.417425901,0.426495641,0.429451406,0.428665489,0.503317416,0.493638873,0.494390875,0.495153844,0.579735637,0.557572186,0.554535747,0.559214294
help,0.517511904,0.43808496,0.338096052,0.255800754,0.182707936,0.317339271,0.218808889,0.153239936,0.099530995,0.342802286,0.261846483,0.209869042,0.167053774,0.386638343,0.327471882,0.290510476,0.257401973,0.442237437,0.416824758,0.395198822,0.373018354,0.809330046,0.764600277,0.77355969,0.777255654,0.773901284,0.858165622,0.902305901,0.937254012,0.963109314,0.898576796,0.964344919,1.00730288,1.044213772,0.920721769,1.004532099,1.053547263,1.091882467,0.927292347,1.010051727,1.064805746,1.111440301
help,0.440034032,0.428095371,0.376095116,0.307201862,0.237047851,0.307954878,0.228960097,0.169395298,0.118336335,0.279926836,0.197068512,0.129685894,0.069942713,0.274071753,0.190947592,0.126945525,0.070974037,0.285137385,0.223471433,0.171697378,0.12483868,0.778636277,0.814267755,0.875567079,0.89908433,0.912924588,0.929722011,1.001321316,1.04310751,1.067379951,0.894506395,0.960050106,0.994943142,1.023247004,0.8373124,0.890943289,0.911073744,0.929564059,0.76631391,0.763884187,0.762129486,0.760889113
help,0.419012517,0.346605718,0.256043732,0.185703412,0.123131931,0.211107135,0.120081946,0.056658968,0.004474819,0.224762052,0.132886529,0.065074369,0.003524631,0.256892145,0.18425478,0.12897335,0.075104326,0.301780581,0.259851396,0.219798282,0.179302737,0.7406317,0.689372838,0.696701944,0.701940894,0.697557509,0.775021374,0.807874262,0.829545856,0.84669739,0.806966603,0.843445897,0.86599946,0.885960639,0.828358173,0.872045457,0.883891106,0.892044067,0.84122771,0.881067514,0.888156474,0.885887742
help,0.48872453,0.457696021,0.416479677,0.394108504,0.396906376,0.293642133,0.322311163,0.354697645,0.371658355,0.281062871,0.306710005,0.334076345,0.353271961,0.289197505,0.316095859,0.341771632,0.362181634,0.306787759,0.328080714,0.357164234,0.377662838,0.481210381,0.362373739,0.271591365,0.182336926,0.105062306,0.309836149,0.325472355,0.344507992,0.357299954,0.392356038,0.395060033,0.405055344,0.417539924,0.468744248,0.463477075,0.465183645,0.47314322,0.535649478,0.52511698,0.52069366,0.524568558
help,0.570418298,0.49144581,0.413973898,0.347685486,0.27751556,0.423927367,0.344643623,0.290856004,0.241895065,0.466148555,0.414026797,0.379484832,0.340331525,0.521771431,0.48878476,0.456898272,0.42703861,0.58450067,0.590007901,0.587664485,0.581878185,0.672815084,0.625788212,0.642665446,0.643291414,0.642211735,0.713662863,0.74922961,0.782992482,0.80845201,0.738607943,0.795278549,0.840569556,0.880258083,0.745745659,0.793483555,0.831881464,0.862085164,0.737843037,0.782383144,0.811736286,0.838693619
help,0.839397073,0.803089559,0.751418591,0.73753494,0.760854721,0.654755533,0.587501526,0.621271133,0.655247092,0.6422593,0.579681873,0.612412035,0.652846277,0.642623007,0.601701736,0.629636943,0.664889574,0.650916457,0.6298002,0.659865558,0.686917782,0.540002465,0.404257447,0.296954453,0.191261649,0.104449779,0.320845604,0.361640722,0.376954466,0.371594489,0.409958601,0.420128614,0.43227151,0.436172843,0.49405539,0.482430279,0.49026221,0.496549517,0.564656496,0.541684628,0.548036456,0.551147461
help,0.872528911,0.834281921,0.782485604,0.770810425,0.793681979,0.687244952,0.602466583,0.636000216,0.672126532,0.673104107,0.599287093,0.631640673,0.669907928,0.671685576,0.625521541,0.654626071,0.688153803,0.678701103,0.654187918,0.684641659,0.710745573,0.592342973,0.44664675,0.337626874,0.230268136,0.142773092,0.364858925,0.406902045,0.42411986,0.418213904,0.454388976,0.465295017,0.476329505,0.476480842,0.539321125,0.527148724,0.534081101,0.539869189,0.610943258,0.585559666,0.592185855,0.597046018
help,0.810196638,0.768056095,0.715398431,0.700276017,0.721995592,0.6112988,0.54823494,0.586534083,0.624456525,0.596519232,0.537049472,0.57434082,0.617901504,0.597176671,0.563355207,0.594214022,0.631245732,0.606389225,0.590296268,0.621736944,0.649205804,0.598876238,0.46330443,0.353376806,0.247435689,0.157342285,0.376927137,0.414260268,0.437314421,0.438486397,0.467648596,0.479682207,0.495428443,0.500338078,0.555920959,0.549760342,0.557530344,0.562533498,0.630577326,0.61178571,0.619417787,0.62296164
help,0.532571316,0.458242565,0.36925593,0.300285131,0.243883222,0.327536523,0.230663985,0.172092974,0.123338684,0.342306137,0.246321484,0.178292066,0.113160774,0.38424632,0.313591212,0.254808545,0.197662473,0.438092649,0.407239765,0.386472136,0.368145287,0.75075525,0.685659051,0.686669707,0.675063252,0.651593626,0.75417614,0.759793341,0.770322978,0.780406952,0.784548223,0.785611033,0.787581503,0.790756762,0.806441545,0.828806758,0.821771324,0.81056422,0.819941521,0.862175941,0.86485064,0.86662215
help,0.519963801,0.447173387,0.347822845,0.270195127,0.200414926,0.302700609,0.19491078,0.126651838,0.06822598,0.322652012,0.23392579,0.165774032,0.1047149,0.369981706,0.313038588,0.275436729,0.233995155,0.430775553,0.419650048,0.404567391,0.382383466,0.757748663,0.706417263,0.705653965,0.696888745,0.677139103,0.772729576,0.783862531,0.791666508,0.797706842,0.812264442,0.847687721,0.864805579,0.880466819,0.838733017,0.897034705,0.898738265,0.891970456,0.849737287,0.910088062,0.921390891,0.917706549
help,0.461578012,0.429955989,0.387473464,0.365881145,0.372359306,0.257627666,0.280252963,0.31519556,0.333577693,0.242565945,0.266653508,0.297266066,0.317370981,0.248422906,0.27500093,0.303235948,0.325314611,0.262174785,0.282715678,0.313886136,0.335431248,0.531773031,0.398391128,0.293308377,0.189346001,0.103130966,0.338753998,0.345621228,0.366599917,0.382618994,0.428469449,0.423376292,0.432343215,0.443459511,0.508274734,0.495412022,0.495154202,0.50219655,0.577728331,0.560243368,0.555130839,0.55894959
help,0.437421858,0.344188452,0.247885227,0.180730909,0.119378448,0.224078551,0.149918467,0.097837314,0.052860722,0.252728164,0.180708766,0.127545103,0.076982081,0.300776809,0.24231489,0.201397851,0.158686608,0.360424578,0.365103245,0.352499247,0.332107455,0.715944827,0.660613239,0.661700308,0.65029943,0.628019392,0.734343469,0.770852089,0.766663253,0.748979032,0.753857732,0.804825664,0.797797084,0.782046318,0.760065138,0.810780942,0.804885745,0.796923876,0.74683392,0.775100887,0.790771723,0.806873441
help,0.484478176,0.410178632,0.328919142,0.264140576,0.203588083,0.28015691,0.180814281,0.117836237,0.062618852,0.303721368,0.210326627,0.141334772,0.07719782,0.352597475,0.287116557,0.234983131,0.189875066,0.412285209,0.382943809,0.362720221,0.344431937,0.712215126,0.640346289,0.642234504,0.633776844,0.611764073,0.703362942,0.693260789,0.704161465,0.708338737,0.740063012,0.735840619,0.739263952,0.738133073,0.764943004,0.78550905,0.783424735,0.775195003,0.778567135,0.81480664,0.808080673,0.795289516
help,0.544936419,0.569466293,0.580101848,0.617656231,0.653667152,0.453356504,0.386134386,0.344293654,0.30719167,0.412818491,0.313633978,0.240239978,0.178047016,0.393572807,0.306785822,0.246943504,0.19542858,0.386699885,0.327529371,0.291763723,0.259848177,0.645477176,0.637051642,0.649676859,0.666424572,0.667904019,0.670388997,0.681630135,0.670063972,0.652734697,0.647453249,0.651677608,0.647663772,0.648195565,0.625306129,0.63491261,0.639882803,0.646957994,0.609682143,0.599955916,0.584583819,0.56834197
help,0.72800374,0.650464296,0.559767663,0.491573364,0.432010382,0.551122129,0.466940224,0.420369238,0.379529715,0.578881681,0.484938443,0.422808886,0.367120892,0.631373286,0.577655196,0.540883243,0.505669057,0.696016312,0.691544294,0.682489038,0.670504868,0.712449789,0.660316288,0.650689721,0.660168946,0.652035236,0.650997043,0.629826248,0.611750603,0.593000174,0.692234278,0.698081017,0.705150664,0.7122491,0.733528912,0.755031824,0.767516792,0.775480151,0.776014209,0.810132682,0.819120169,0.826258123
help,0.613697529,0.535290897,0.442064047,0.366327018,0.297053695,0.452666044,0.379566491,0.330559075,0.289647639,0.494263887,0.439788342,0.398772568,0.360662848,0.541166067,0.50021261,0.470195532,0.442629009,0.588070095,0.56485945,0.542810619,0.521035552,0.842415392,0.804236114,0.807225585,0.810746729,0.806490839,0.913917959,0.968588769,1.009040952,1.04037118,0.962850511,1.045036316,1.093778849,1.136652946,0.991552174,1.074015617,1.120111704,1.157115817,0.99994266,1.07517755,1.115520239,1.148833752
help,0.624507785,0.571240306,0.526290476,0.513703942,0.517483354,0.399940878,0.3250103,0.362720609,0.397588313,0.385418326,0.328431398,0.360330582,0.395661235,0.393706828,0.365150124,0.39214161,0.424436152,0.408533424,0.383110583,0.410129637,0.437928855,0.685905695,0.540431917,0.446045488,0.341314703,0.263512969,0.490135074,0.50519222,0.517557263,0.51638478,0.595456123,0.580532432,0.585260808,0.585709691,0.689296961,0.655620575,0.656028271,0.663646281,0.765651703,0.733432174,0.734866619,0.739902616
help,0.48663044,0.412867576,0.321657151,0.246099681,0.175975963,0.29813385,0.212157145,0.155013606,0.107706234,0.331672907,0.262451768,0.214299172,0.170971885,0.375522643,0.323398024,0.290171444,0.26104179,0.425020486,0.394820809,0.370256543,0.346118927,0.879568458,0.828948498,0.814913511,0.807458937,0.799731493,0.931235552,0.965174675,0.992299259,1.010761976,0.981104255,1.035661459,1.069712877,1.097703338,1.012463212,1.081238031,1.116353631,1.142646074,1.025217295,1.089508176,1.12601459,1.157027364
help,0.420404434,0.373709023,0.327828825,0.305903822,0.314967215,0.188727409,0.175583497,0.217590868,0.24456349,0.174434602,0.172135964,0.207887068,0.239263818,0.184177443,0.193217576,0.223282576,0.255506784,0.202434704,0.209183186,0.243639916,0.273594588,0.45914045,0.311568499,0.202101365,0.086253494,-0.012130022,0.244662732,0.279696763,0.297882676,0.299671143,0.346583843,0.354064792,0.36522603,0.371010214,0.442235053,0.436366707,0.441104233,0.446263522,0.523855925,0.506850541,0.504061818,0.504823208
please,0.505925059,0.495932162,0.463678777,0.425325125,0.395240098,0.42910558,0.372547209,0.340616554,0.316067874,0.415720612,0.35565716,0.318937957,0.292479932,0.408186913,0.353866875,0.321120739,0.29759261,0.407130152,0.364975482,0.340893209,0.322124392,0.91992414,0.846078396,0.797477484,0.777350008,0.779189467,0.806329966,0.789065599,0.780537426,0.775630832,0.845395207,0.819481432,0.803741515,0.792171121,0.883794188,0.853897035,0.83485955,0.819876432,0.920446873,0.894864619,0.878333867,0.862958074
please,0.530167162,0.514791489,0.475317359,0.432654738,0.400023133,0.43828544,0.377211154,0.343191564,0.316931456,0.430570126,0.363657773,0.325537443,0.296334207,0.427419037,0.367573947,0.332873285,0.307462305,0.430678219,0.38386786,0.356722951,0.336283386,0.996762753,0.925463498,0.888178349,0.873052537,0.872393966,0.908703804,0.898630977,0.896359801,0.89709872,0.952168465,0.935087562,0.926443875,0.920932353,0.991133988,0.970892966,0.958060026,0.950189948,1.022579908,1.007172704,0.998984754,0.991480172
please,0.538043439,0.525633633,0.490570635,0.450397551,0.420276761,0.455058604,0.395052165,0.362598211,0.338052034,0.444380492,0.38035205,0.344359219,0.317663282,0.438728631,0.380234838,0.346602976,0.321817577,0.439212233,0.393448055,0.367663682,0.347902656,0.958200514,0.886992216,0.844299793,0.826613605,0.823885024,0.865922034,0.848343313,0.840393126,0.836497307,0.906775534,0.880672753,0.866622269,0.856463075,0.944186151,0.914566457,0.896440148,0.883103848,0.976981401,0.954001904,0.940355837,0.929051578
please,0.531480491,0.5163607,0.478843868,0.439067066,0.408277363,0.443001419,0.385905921,0.353725463,0.328965127,0.43386957,0.371306837,0.333567709,0.305669487,0.430136681,0.372145444,0.336899936,0.310568035,0.433349252,0.387576342,0.360807687,0.339371651,0.939370751,0.86909765,0.827425778,0.80949074,0.810931623,0.842903912,0.831595719,0.826518118,0.824336529,0.883859634,0.865930378,0.854603708,0.846408606,0.923044741,0.900496244,0.885272443,0.87390548,0.958842993,0.939441681,0.927085161,0.915676832
please,0.480288148,0.475494266,0.442443192,0.407124549,0.378759205,0.403208077,0.354227543,0.325088143,0.302311957,0.387907505,0.336065233,0.303364456,0.27882269,0.379278004,0.331597298,0.302096903,0.279956341,0.377723873,0.34166351,0.319712281,0.302915424,0.910408676,0.835883617,0.78665328,0.762262225,0.754047751,0.797736049,0.773949087,0.762097716,0.755349576,0.833957314,0.801251888,0.782844245,0.770480275,0.869880974,0.834411561,0.813500941,0.797930717,0.904931307,0.87684387,0.859402299,0.844401598
please,0.499903351,0.492968857,0.458401173,0.417944402,0.388423353,0.423838735,0.365880221,0.332726002,0.306923926,0.408877671,0.348011136,0.310015917,0.281211495,0.400585443,0.34606427,0.313337356,0.288972706,0.399023116,0.359055549,0.335024208,0.315606147,0.950393856,0.873371542,0.821827769,0.803595781,0.807313442,0.835879028,0.811943769,0.803695381,0.801075161,0.87809068,0.844642997,0.828525484,0.819400072,0.917954743,0.879797518,0.85924691,0.846368432,0.954410076,0.92186451,0.903343439,0.8903687
please,0.521632373,0.512116432,0.475864291,0.435061514,0.407094508,0.445005864,0.386696011,0.353182524,0.327387303,0.432393134,0.369716704,0.331119984,0.301351994,0.425404608,0.36770162,0.33344698,0.307323754,0.424309343,0.380085975,0.354290336,0.333324939,0.959790468,0.884422123,0.83538264,0.820604324,0.827859044,0.85712409,0.83662504,0.829362512,0.827004075,0.899695277,0.871751487,0.856160581,0.845312893,0.938570142,0.905264735,0.885328829,0.871626973,0.972813308,0.944828987,0.92842412,0.917222142
please,0.581076264,0.570742011,0.534593344,0.495509952,0.466847599,0.505719006,0.447796494,0.414833546,0.389951676,0.49242577,0.431265652,0.394375741,0.367478311,0.484453797,0.427567154,0.393431127,0.3683846,0.482035309,0.438723922,0.412919402,0.391888291,0.9311167,0.858632207,0.809199333,0.788690627,0.791734815,0.820360363,0.79996419,0.791331768,0.78745544,0.861424446,0.832653761,0.816629767,0.805408776,0.900848866,0.866058946,0.845497131,0.8306126,0.937552273,0.908120453,0.891031265,0.877758563
please,0.571099937,0.563658595,0.531251669,0.494098008,0.464671522,0.496185869,0.437728465,0.405287683,0.380948722,0.485353112,0.420816541,0.382672131,0.354937911,0.47964108,0.419585466,0.384918779,0.360225052,0.480416119,0.434630007,0.408579975,0.388513684,0.966317117,0.896682024,0.85212791,0.831255019,0.82981199,0.867596924,0.845567286,0.835439086,0.830502152,0.907701254,0.877306223,0.860774875,0.849454105,0.945865333,0.912512481,0.893120766,0.879125476,0.980919242,0.955487311,0.938971877,0.924363792
please,0.491101503,0.484036207,0.446281046,0.405294567,0.37953493,0.403990299,0.345375597,0.313062221,0.289267093,0.39141947,0.329403758,0.293040156,0.26669541,0.38461104,0.328416198,0.295618653,0.271073371,0.384446859,0.339388758,0.312919945,0.291922867,1.006629825,0.933764696,0.890385628,0.870210171,0.84907192,0.904651582,0.881274819,0.871023655,0.866548955,0.94458735,0.915423334,0.900039971,0.889579713,0.97942692,0.950293541,0.932513654,0.919512272,1.009424686,0.988381207,0.976740956,0.966054142
